user_id,age,country,signup_days_ago,premium_user
5151,67,India,331,0
5152,20,USA,11,0
5153,52,UK,122,0
5154,28,UK,543,0
5155,45,Australia,224,0
5156,45,UK,921,1
5157,45,Germany,641,0
5158,27,Australia,554,0
5159,53,USA,194,0
5160,68,USA,389,0
5161,28,USA,574,0
5162,49,USA,698,1
5163,55,India,695,1
5164,39,Australia,759,0
5165,60,Australia,467,0
5166,53,India,608,0
5167,63,UK,891,1
5168,45,UK,334,0
5169,23,Germany,649,0
5170,29,Canada,573,0
5171,48,UK,296,1
5172,48,Australia,667,0
5173,42,USA,69,1
5174,68,UK,859,0
5175,32,UK,484,0
5176,24,India,736,1
5177,68,USA,783,0
5178,56,Germany,646,0
5179,45,Germany,337,0
5180,48,Germany,843,1
5181,60,UK,87,1
5182,20,Germany,146,0
5183,37,Australia,698,0
5184,67,Germany,889,0
5185,27,Germany,661,1
5186,69,Australia,541,1
5187,27,India,13,1
5188,67,USA,215,0
5189,69,India,113,0
5190,38,Australia,53,0
5191,18,Australia,591,0
5192,23,USA,647,0
5193,18,India,295,0
5194,43,USA,684,0
5195,30,Germany,220,0
5196,47,Canada,512,0
5197,61,Germany,987,1
5198,59,Canada,564,0
5199,58,Australia,674,0
5200,61,Germany,677,0
5201,32,India,160,0
5202,35,Canada,685,0
5203,50,Germany,773,1
5204,27,UK,382,0
5205,40,Canada,936,0
5206,41,USA,145,1
5207,34,Australia,348,1
5208,39,Australia,271,0
5209,67,India,498,0
5210,38,Germany,503,0
5211,44,Germany,625,0
5212,21,USA,428,0
5213,43,Germany,738,0
5214,37,Germany,290,0
5215,26,USA,711,0
5216,44,USA,959,1
5217,30,UK,207,0
5218,26,Australia,983,0
5219,57,UK,259,0
5220,45,USA,23,0
5221,62,Australia,903,1
5222,31,Australia,814,0
5223,32,Canada,307,1
5224,63,Australia,8,0
5225,68,Canada,575,1
5226,33,Australia,980,0
5227,48,Canada,518,0
5228,46,India,579,0
5229,45,Australia,842,1
5230,65,UK,336,0
5231,50,Canada,996,1
5232,29,Canada,953,0
5233,41,Australia,428,0
5234,33,Australia,992,1
5235,53,Canada,149,0
5236,68,USA,533,0
5237,38,Germany,875,1
5238,23,Australia,73,0
5239,31,Australia,390,0
5240,51,India,568,1
5241,59,Germany,702,1
5242,37,UK,405,0
5243,48,Australia,90,0
5244,27,Australia,87,1
5245,40,Australia,988,0
5246,31,Germany,421,0
5247,66,India,546,0
5248,68,Canada,22,1
5249,58,Canada,149,0
5250,60,USA,172,0
5251,36,USA,816,0
5252,22,Australia,395,1
5253,67,India,301,1
5254,53,Canada,176,0
5255,63,Germany,684,0
5256,27,Germany,168,0
5257,31,India,959,0
5258,68,USA,112,0
5259,32,Germany,577,1
5260,29,UK,10,0
5261,59,India,244,0
5262,28,UK,630,0
5263,26,UK,239,0
5264,48,USA,969,0
5265,56,Canada,246,0
5266,41,India,392,0
5267,65,Canada,670,1
5268,26,Australia,634,0
5269,61,Germany,304,0
5270,25,Germany,385,0
5271,64,India,740,1
5272,22,USA,690,0
5273,35,Germany,340,0
5274,22,Germany,286,1
5275,35,Canada,430,0
5276,23,Germany,603,0
5277,46,USA,895,1
5278,29,Germany,788,0
5279,40,Germany,365,0
5280,34,UK,176,0
5281,57,USA,382,0
5282,34,Germany,189,0
5283,43,Australia,343,1
5284,25,Australia,55,0
5285,62,USA,200,1
5286,46,USA,663,0
5287,27,Germany,603,0
5288,56,Germany,541,0
5289,20,USA,307,0
5290,48,Canada,896,1
5291,35,Canada,640,0
5292,20,USA,574,1
5293,45,USA,512,0
5294,44,Canada,717,1
5295,60,Canada,629,0
5296,63,Australia,454,0
5297,28,UK,233,1
5298,56,Canada,839,1
5299,38,Canada,1,0
5300,25,India,581,0
5301,25,Australia,881,0
5302,47,Australia,847,0
5303,61,Germany,155,0
5304,54,UK,438,1
5305,56,UK,239,1
5306,33,USA,684,0
5307,44,India,45,0
5308,52,Germany,207,0
5309,24,UK,958,0
5310,67,Canada,819,0
5311,49,Canada,294,0
5312,49,Canada,154,0
5313,37,Germany,850,0
5314,69,Australia,854,0
5315,38,Australia,66,0
5316,60,UK,850,0
5317,58,Australia,137,0
5318,58,Germany,566,0
5319,21,USA,334,0
5320,19,USA,872,0
5321,31,Australia,660,0
5322,66,India,648,1
5323,63,USA,149,1
5324,25,UK,735,0
5325,57,UK,106,0
5326,58,Australia,658,1
5327,69,UK,911,0
5328,44,Canada,81,1
5329,66,Canada,242,0
5330,54,UK,361,1
5331,51,Australia,243,0
5332,20,USA,529,1
5333,63,USA,678,1
5334,65,India,413,1
5335,50,Germany,145,0
5336,43,India,648,0
5337,35,Australia,351,1
5338,33,Australia,506,1
5339,29,Australia,918,1
5340,28,Germany,212,0
5341,44,USA,195,0
5342,26,UK,309,0
5343,54,Canada,705,0
5344,21,India,704,0
5345,44,India,456,0
5346,40,USA,79,1
5347,56,Germany,623,0
5348,59,India,594,0
5349,60,Germany,790,1
5350,52,India,943,0
5351,31,Australia,944,0
5352,66,UK,26,0
5353,33,USA,806,0
5354,54,Germany,154,0
5355,37,USA,49,0
5356,52,Australia,285,1
5357,35,Australia,44,0
5358,34,Canada,394,0
5359,36,USA,58,0
5360,41,Germany,317,0
5361,53,Germany,766,1
5362,19,Australia,915,0
5363,27,Canada,95,1
5364,39,Canada,23,0
5365,32,India,410,0
5366,37,Germany,381,0
5367,56,USA,120,0
5368,58,Canada,710,0
5369,32,Australia,37,0
5370,56,USA,254,1
5371,58,Canada,980,0
5372,43,Germany,836,0
5373,31,Canada,425,0
5374,62,Germany,792,0
5375,26,Canada,363,0
5376,29,India,341,0
5377,38,Australia,522,0
5378,69,Canada,262,1
5379,57,India,865,0
5380,21,Australia,925,0
5381,37,India,297,1
5382,35,USA,625,1
5383,32,Germany,319,1
5384,37,Australia,886,1
5385,44,Canada,342,0
5386,51,Canada,39,0
5387,41,UK,152,1
5388,24,Canada,601,1
5389,32,Germany,477,1
5390,27,Germany,32,0
5391,26,Canada,613,0
5392,31,Australia,580,0
5393,45,India,270,0
5394,30,UK,735,0
5395,56,Germany,284,0
5396,49,UK,649,0
5397,48,UK,17,0
5398,30,Germany,823,0
5399,23,India,432,0
5400,69,India,963,0
5401,58,Germany,847,0
5402,59,Canada,372,0
5403,34,Australia,583,1
5404,30,Australia,508,0
5405,53,Canada,220,0
5406,28,UK,56,0
5407,52,Australia,226,0
5408,27,Canada,222,1
5409,46,UK,506,1
5410,40,Australia,697,0
5411,65,Australia,683,0
5412,29,Canada,542,0
5413,50,Australia,402,0
5414,38,India,897,1
5415,69,India,892,0
5416,64,India,438,0
5417,63,Canada,566,0
5418,58,Australia,763,0
5419,60,UK,695,0
5420,55,Australia,759,0
5421,69,UK,110,0
5422,56,Australia,583,0
5423,54,India,113,0
5424,40,Australia,813,0
5425,48,Australia,162,1
5426,35,India,378,0
5427,60,Canada,696,0
5428,65,Canada,817,0
5429,27,Australia,532,0
5430,62,Australia,34,0
5431,68,UK,758,0
5432,61,Australia,754,0
5433,41,USA,216,0
5434,42,UK,804,0
5435,64,Canada,12,0
5436,67,Germany,921,0
5437,36,Canada,196,0
5438,66,Canada,103,0
5439,56,Australia,9,1
5440,31,Australia,624,0
5441,32,Germany,37,1
5442,37,Australia,72,0
5443,38,Australia,697,0
5444,46,Canada,826,0
5445,23,UK,260,0
5446,59,Germany,771,0
5447,32,USA,47,1
5448,48,Canada,711,1
5449,36,USA,39,0
5450,47,USA,803,0
5451,46,Germany,946,0
5452,31,India,931,0
5453,47,USA,90,1
5454,48,Australia,69,0
5455,64,USA,383,0
5456,53,India,91,0
5457,46,UK,821,1
5458,25,India,271,0
5459,69,UK,704,1
5460,35,Australia,810,0
5461,32,UK,326,0
5462,33,India,111,1
5463,60,USA,379,1
5464,30,Australia,484,1
5465,22,UK,243,0
5466,20,India,798,0
5467,23,Canada,988,0
5468,54,USA,702,1
5469,52,UK,86,1
5470,47,Germany,959,1
5471,48,USA,599,0
5472,42,Canada,420,1
5473,56,Australia,558,0
5474,40,Australia,466,0
5475,53,Canada,412,0
5476,35,India,136,1
5477,28,Australia,710,0
5478,29,Australia,505,0
5479,62,Canada,954,0
5480,49,Germany,904,1
5481,60,India,750,0
5482,64,Canada,103,0
5483,53,Australia,473,0
5484,27,UK,339,0
5485,32,Australia,464,0
5486,21,Australia,501,0
5487,48,USA,593,1
5488,58,Germany,911,0
5489,48,Germany,917,1
5490,58,Germany,942,1
5491,43,Australia,614,0
5492,69,UK,721,0
5493,31,Canada,945,1
5494,44,USA,257,1
5495,65,USA,690,0
5496,34,Australia,259,0
5497,42,UK,637,0
5498,43,India,351,0
5499,37,Canada,533,1
5500,42,Germany,358,0
5501,42,India,393,0
5502,61,Australia,410,0
5503,33,Australia,805,1
5504,43,Australia,532,0
5505,56,Australia,29,0
5506,37,UK,471,1
5507,47,Canada,853,0
5508,66,Canada,455,0
5509,40,Australia,399,0
5510,30,Canada,508,0
5511,40,India,609,0
5512,53,Australia,739,0
5513,31,India,162,0
5514,30,UK,97,0
5515,19,Germany,994,0
5516,54,India,964,0
5517,45,Australia,323,0
5518,69,USA,786,1
5519,44,India,287,0
5520,18,India,262,0
5521,56,Australia,980,0
5522,38,Canada,469,1
5523,36,USA,260,0
5524,69,Germany,413,1
5525,30,USA,766,0
5526,36,Germany,817,0
5527,36,UK,948,1
5528,34,Canada,533,0
5529,67,UK,999,0
5530,49,India,305,0
5531,62,India,800,1
5532,18,Canada,865,0
5533,18,UK,848,1
5534,64,USA,134,1
5535,21,UK,365,0
5536,60,Germany,749,1
5537,25,Australia,871,0
5538,52,India,145,1
5539,44,USA,911,1
5540,60,India,325,1
5541,59,UK,494,0
5542,36,Canada,904,1
5543,22,USA,884,0
5544,43,Australia,726,0
5545,30,Canada,905,1
5546,45,Australia,620,0
5547,41,UK,108,1
5548,65,Germany,320,0
5549,26,Canada,877,1
5550,53,Canada,14,1
5551,20,UK,865,1
5552,64,USA,523,0
5553,43,Australia,893,0
5554,34,UK,732,0
5555,40,Canada,686,1
5556,21,India,934,0
5557,36,India,859,0
5558,53,Canada,931,0
5559,40,USA,743,1
5560,61,Canada,944,0
5561,19,India,717,0
5562,38,Germany,671,1
5563,53,Canada,829,1
5564,55,Canada,475,0
5565,40,Germany,183,1
5566,54,USA,815,0
5567,24,UK,238,0
5568,56,India,727,0
5569,35,India,618,1
5570,27,Australia,679,1
5571,24,UK,519,0
5572,63,UK,530,0
5573,57,UK,776,0
5574,34,UK,614,0
5575,65,India,575,0
5576,37,Canada,15,1
5577,47,Canada,633,1
5578,48,Germany,640,1
5579,49,Canada,813,1
5580,32,Australia,594,0
5581,57,USA,270,0
5582,23,USA,318,1
5583,18,Australia,217,1
5584,49,UK,141,0
5585,41,Germany,859,0
5586,40,India,285,0
5587,47,Australia,602,1
5588,20,Canada,945,0
5589,57,Canada,940,1
5590,61,India,443,1
5591,32,USA,128,0
5592,34,Australia,948,0
5593,61,UK,260,0
5594,24,Germany,558,1
5595,40,USA,161,0
5596,21,Germany,833,0
5597,51,UK,475,0
5598,32,Canada,483,0
5599,26,Australia,785,0
5600,30,UK,131,0
5601,60,USA,476,1
5602,28,Canada,536,0
5603,54,UK,781,0
5604,59,Canada,295,1
5605,36,Canada,588,1
5606,64,Germany,997,0
5607,63,Germany,204,1
5608,28,USA,380,1
5609,35,UK,108,0
5610,54,Australia,48,0
5611,40,India,802,1
5612,55,UK,87,0
5613,21,Canada,222,0
5614,59,USA,511,0
5615,64,USA,904,0
5616,35,India,35,1
5617,49,Canada,408,0
5618,44,Canada,880,1
5619,43,USA,42,1
5620,27,Australia,366,1
5621,29,USA,288,0
5622,69,India,916,1
5623,57,Australia,699,0
5624,61,Australia,616,1
5625,35,India,304,0
5626,33,Australia,110,0
5627,51,Germany,515,1
5628,22,USA,650,1
5629,49,India,799,1
5630,44,Canada,325,1
5631,40,Australia,33,0
5632,38,Australia,600,0
5633,61,Germany,240,0
5634,27,Australia,561,0
5635,19,USA,607,0
5636,21,Australia,179,0
5637,61,Australia,962,0
5638,22,India,84,0
5639,26,USA,476,0
5640,25,Germany,223,0
5641,25,Australia,246,0
5642,45,UK,471,0
5643,22,USA,969,1
5644,21,USA,743,0
5645,32,USA,960,1
5646,65,USA,775,0
5647,56,India,946,1
5648,42,UK,156,0
5649,56,Canada,963,0
5650,32,USA,346,0
5651,58,Canada,751,1
5652,69,India,581,1
5653,30,UK,171,1
5654,32,Germany,154,1
5655,26,Germany,1,0
5656,40,Germany,107,1
5657,19,Australia,398,0
5658,35,Germany,16,1
5659,46,Germany,203,0
5660,31,UK,508,0
5661,48,USA,459,0
5662,67,Germany,159,1
5663,41,Australia,897,1
5664,54,USA,155,0
5665,44,Canada,12,1
5666,49,USA,215,0
5667,51,Australia,544,0
5668,49,Australia,939,0
5669,20,Canada,942,0
5670,53,USA,337,1
5671,27,Australia,373,0
5672,57,Canada,786,0
5673,27,USA,948,1
5674,63,Australia,843,0
5675,53,USA,794,0
5676,39,UK,538,0
5677,52,Canada,450,0
5678,68,USA,51,0
5679,60,UK,780,0
5680,55,Australia,903,0
5681,35,UK,813,0
5682,68,Canada,679,1
5683,52,USA,663,1
5684,41,UK,830,0
5685,26,Germany,845,1
5686,59,Germany,209,0
5687,67,Germany,536,0
5688,45,Australia,979,0
5689,27,USA,565,0
5690,26,Germany,998,0
5691,59,India,375,1
5692,36,Canada,197,0
5693,27,India,785,1
5694,48,India,864,0
5695,35,Australia,257,0
5696,19,Germany,819,0
5697,51,Canada,292,1
5698,68,UK,341,1
5699,49,Australia,724,1
5700,53,India,39,1
5701,39,UK,633,0
5702,27,Australia,120,1
5703,27,Australia,910,1
5704,69,Australia,886,0
5705,38,UK,190,0
5706,56,USA,856,0
5707,69,Canada,830,0
5708,36,Canada,693,0
5709,51,India,22,0
5710,27,USA,578,0
5711,55,USA,123,1
5712,27,USA,301,0
5713,20,Canada,905,0
5714,27,Canada,652,0
5715,38,Germany,405,0
5716,22,Canada,345,0
5717,66,Canada,584,0
5718,49,USA,582,0
5719,38,UK,135,0
5720,56,India,758,0
5721,26,Australia,796,0
5722,24,Australia,47,0
5723,67,Australia,522,0
5724,50,UK,903,0
5725,61,India,814,0
5726,30,Germany,272,1
5727,22,Australia,244,0
5728,55,Canada,434,0
5729,65,India,617,0
5730,30,India,940,0
5731,18,India,904,0
5732,38,India,510,0
5733,54,Canada,49,1
5734,18,UK,29,0
5735,69,India,937,0
5736,24,USA,185,0
5737,66,India,534,0
5738,29,Australia,516,0
5739,54,Canada,927,0
5740,62,USA,218,1
5741,57,Canada,993,0
5742,22,Germany,668,1
5743,34,Australia,247,1
5744,26,Canada,386,1
5745,68,USA,628,1
5746,24,UK,926,0
5747,68,Australia,755,1
5748,27,USA,573,0
5749,64,UK,986,0
5750,55,USA,702,0
5751,23,India,338,0
5752,20,Australia,17,0
5753,25,Canada,316,0
5754,34,Germany,345,0
5755,29,UK,989,1
5756,53,UK,885,0
5757,46,India,139,1
5758,31,Australia,302,1
5759,34,Australia,834,1
5760,27,India,775,0
5761,31,USA,336,1
5762,21,UK,925,0
5763,23,Canada,129,0
5764,18,USA,883,1
5765,20,India,65,0
5766,38,UK,670,1
5767,65,Germany,278,0
5768,63,Germany,516,0
5769,61,UK,729,1
5770,32,Canada,586,0
5771,69,Australia,948,0
5772,18,UK,321,0
5773,64,Australia,322,0
5774,39,Canada,598,0
5775,26,India,917,1
5776,60,Canada,390,0
5777,50,Canada,71,0
5778,28,UK,376,0
5779,68,UK,898,1
5780,53,Germany,500,0
5781,56,India,748,1
5782,27,USA,774,0
5783,63,UK,99,1
5784,27,India,634,0
5785,49,India,746,0
5786,43,Australia,527,0
5787,35,Australia,883,0
5788,41,Australia,453,1
5789,65,Germany,414,0
5790,55,UK,895,1
5791,44,UK,84,0
5792,49,India,836,0
5793,25,Australia,790,0
5794,39,Australia,814,0
5795,54,UK,400,0
5796,20,Germany,535,0
5797,22,Germany,919,1
5798,42,Germany,776,1
5799,19,UK,278,0
5800,49,UK,584,1
5801,47,Germany,19,0
5802,35,Canada,766,0
5803,40,USA,97,1
5804,35,India,694,1
5805,24,Australia,115,0
5806,56,Canada,226,1
5807,48,USA,845,0
5808,22,UK,983,0
5809,50,India,255,0
5810,50,Canada,672,0
5811,54,India,169,0
5812,67,UK,375,1
5813,36,Australia,182,0
5814,51,Australia,711,0
5815,19,USA,979,0
5816,27,Australia,617,0
5817,43,USA,222,0
5818,37,USA,508,0
5819,26,Canada,712,0
5820,51,Australia,984,1
5821,58,USA,493,1
5822,44,Canada,277,1
5823,52,Canada,341,0
5824,65,Germany,848,1
5825,43,Canada,190,1
5826,23,India,865,0
5827,64,USA,39,1
5828,32,Canada,262,0
5829,66,UK,604,1
5830,45,Canada,356,1
5831,25,Canada,65,0
5832,60,Germany,817,0
5833,29,Australia,425,1
5834,29,India,239,1
5835,22,UK,383,0
5836,65,Germany,317,0
5837,18,India,315,0
5838,53,Canada,463,0
5839,68,Australia,554,0
5840,60,UK,39,1
5841,29,India,339,1
5842,53,Germany,126,1
5843,35,Canada,819,0
5844,51,Canada,752,1
5845,35,USA,637,0
5846,46,Germany,109,1
5847,41,UK,221,0
5848,55,Canada,929,0
5849,50,USA,727,0
5850,28,Australia,792,1
5851,67,India,533,1
5852,27,Canada,729,0
5853,65,Australia,943,0
5854,57,India,744,0
5855,23,Canada,741,1
5856,21,India,791,0
5857,48,Germany,16,0
5858,45,India,769,1
5859,54,India,631,0
5860,37,Canada,450,1
5861,55,Canada,918,0
5862,67,Australia,608,0
5863,53,India,382,0
5864,67,Australia,238,0
5865,64,Australia,603,1
5866,48,Germany,342,1
5867,24,UK,198,0
5868,18,USA,723,0
5869,29,India,212,0
5870,47,Germany,699,0
5871,48,India,786,0
5872,21,USA,961,0
5873,32,UK,694,0
5874,32,UK,719,1
5875,39,India,402,0
5876,53,USA,276,1
5877,47,Australia,55,0
5878,43,India,441,0
5879,19,Canada,243,0
5880,51,UK,738,0
5881,37,Germany,818,0
5882,42,Germany,565,1
5883,64,Germany,427,1
5884,56,USA,204,0
5885,19,USA,950,1
5886,47,Australia,939,1
5887,62,UK,894,1
5888,41,USA,371,1
5889,56,Australia,651,0
5890,33,Canada,50,1
5891,21,Australia,993,0
5892,64,UK,334,0
5893,22,Australia,612,0
5894,35,UK,684,0
5895,47,Canada,917,0
5896,58,Canada,708,1
5897,62,Canada,330,0
5898,47,India,845,0
5899,62,Germany,245,0
5900,62,Australia,335,0
5901,62,Germany,183,0
5902,49,UK,774,0
5903,54,Canada,269,0
5904,42,Australia,653,0
5905,37,USA,759,0
5906,26,Canada,405,0
5907,37,UK,975,0
5908,59,Germany,395,0
5909,28,India,539,0
5910,51,Canada,550,0
5911,18,Germany,387,1
5912,31,UK,820,1
5913,22,UK,369,0
5914,31,Germany,654,1
5915,66,Germany,520,0
5916,36,Canada,288,0
5917,58,USA,331,0
5918,44,Canada,504,0
5919,68,India,933,0
5920,45,Germany,736,1
5921,20,India,243,0
5922,25,India,526,1
5923,41,USA,269,1
5924,25,Canada,691,0
5925,43,Australia,914,0
5926,24,UK,112,0
5927,33,India,887,1
5928,50,India,504,0
5929,20,India,486,0
5930,21,India,42,0
5931,68,UK,657,0
5932,37,Canada,142,1
5933,44,Australia,43,0
5934,47,USA,520,1
5935,27,Australia,881,0
5936,18,India,21,0
5937,26,Germany,444,1
5938,43,UK,265,1
5939,52,Australia,804,0
5940,26,USA,150,1
5941,26,Germany,805,1
5942,25,Australia,875,0
5943,37,Germany,740,0
5944,54,Germany,734,0
5945,42,India,733,0
5946,38,Canada,169,0
5947,59,India,770,0
5948,49,Australia,829,0
5949,30,Germany,277,0
5950,35,USA,941,0
5951,57,India,922,0
5952,50,USA,308,0
5953,52,India,396,1
5954,62,Canada,735,0
5955,69,Canada,546,0
5956,63,India,167,0
5957,49,India,491,0
5958,37,Australia,966,1
5959,66,Canada,29,0
5960,34,USA,31,0
5961,55,Canada,441,0
5962,19,India,524,1
5963,63,USA,328,1
5964,63,India,829,0
5965,32,UK,583,1
5966,23,India,239,0
5967,39,Canada,32,0
5968,44,Germany,110,0
5969,61,Canada,627,0
5970,59,Canada,742,0
5971,26,Australia,34,0
5972,32,USA,958,0
5973,25,Australia,570,0
5974,36,Australia,761,0
5975,59,Australia,136,0
5976,35,UK,931,1
5977,67,USA,515,1
5978,45,India,814,0
5979,64,Germany,142,0
5980,32,Canada,415,0
5981,34,Germany,763,0
5982,66,Germany,492,1
5983,43,India,204,0
5984,58,India,69,1
5985,65,Germany,361,0
5986,20,Canada,629,1
5987,67,India,657,0
5988,19,Canada,344,0
5989,52,India,471,0
5990,51,Canada,105,0
5991,68,Australia,962,1
5992,38,Canada,931,0
5993,44,UK,856,0
5994,63,India,893,1
5995,66,Australia,657,0
5996,47,Australia,200,0
5997,24,UK,966,0
5998,32,Germany,607,1
5999,50,Canada,692,1
6000,22,Canada,901,1
6001,69,USA,654,1
6002,25,India,738,0
6003,46,Germany,932,0
6004,46,Germany,581,0
6005,69,India,344,1
6006,69,USA,129,0
6007,51,USA,939,1
6008,20,India,285,1
6009,60,Canada,477,0
6010,59,Canada,837,0
6011,38,Australia,376,0
6012,64,Germany,405,0
6013,21,India,917,0
6014,32,Canada,529,0
6015,31,USA,827,0
6016,51,India,262,1
6017,23,Germany,629,0
6018,24,Canada,865,0
6019,18,Canada,397,0
6020,24,USA,372,0
6021,42,Canada,97,0
6022,62,Canada,974,0
6023,40,USA,251,0
6024,55,USA,123,0
6025,55,Germany,117,0
6026,67,Australia,855,0
6027,34,India,701,0
6028,53,Canada,887,1
6029,32,Canada,564,0
6030,27,USA,886,0
6031,65,Australia,657,0
6032,61,Australia,553,1
6033,63,Germany,698,0
6034,69,Canada,582,0
6035,40,Germany,428,0
6036,62,UK,607,0
6037,69,USA,67,0
6038,31,Australia,786,1
6039,27,Canada,49,0
6040,26,Germany,708,0
6041,65,India,72,0
6042,18,Germany,903,1
6043,35,Germany,780,0
6044,50,UK,251,0
6045,45,Canada,113,0
6046,23,Australia,991,0
6047,24,Australia,427,0
6048,34,Canada,503,1
6049,43,USA,627,0
6050,41,Germany,628,0
6051,46,India,811,0
6052,48,UK,247,0
6053,44,Germany,73,0
6054,50,India,346,1
6055,60,USA,287,0
6056,37,UK,76,0
6057,51,Canada,498,0
6058,25,Canada,98,1
6059,32,Germany,28,1
6060,34,UK,826,0
6061,26,India,287,1
6062,36,USA,593,0
6063,27,Australia,311,1
6064,65,Australia,732,0
6065,69,USA,690,1
6066,20,Canada,207,0
6067,38,Canada,805,0
6068,31,USA,975,0
6069,26,Canada,812,0
6070,42,USA,824,1
6071,43,Germany,320,0
6072,69,Australia,857,0
6073,26,India,650,0
6074,26,Australia,830,0
6075,44,UK,60,0
6076,60,Germany,550,1
6077,46,UK,815,0
6078,22,USA,846,1
6079,40,India,44,0
6080,36,Germany,728,0
6081,44,Australia,820,1
6082,42,Canada,174,1
6083,48,UK,668,0
6084,45,UK,342,0
6085,22,Canada,438,0
6086,25,Germany,381,1
6087,64,Canada,460,0
6088,55,UK,556,0
6089,58,Canada,51,0
6090,62,UK,589,0
6091,30,Australia,740,0
6092,49,Germany,533,0
6093,66,India,251,0
6094,32,Germany,440,1
6095,40,Canada,308,0
6096,32,Canada,624,1
6097,33,Germany,608,0
6098,37,India,814,0
6099,40,UK,606,0
6100,63,Canada,487,0
6101,18,Canada,873,1
6102,31,Germany,496,0
6103,62,UK,736,1
6104,18,UK,789,0
6105,20,Canada,113,1
6106,51,UK,723,0
6107,57,Australia,382,0
6108,55,Germany,407,1
6109,32,Australia,180,0
6110,27,India,14,0
6111,31,Australia,99,1
6112,18,USA,34,0
6113,59,Australia,260,1
6114,49,India,137,1
6115,67,Germany,579,1
6116,27,Australia,376,0
6117,39,India,112,1
6118,42,USA,746,1
6119,26,India,143,0
6120,20,Canada,516,0
6121,61,Germany,277,0
6122,63,UK,275,1
6123,39,Canada,63,0
6124,54,Canada,31,1
6125,60,Australia,871,0
6126,35,Australia,651,0
6127,61,Australia,82,0
6128,51,USA,855,0
6129,27,India,885,0
6130,55,Germany,231,0
6131,48,Australia,455,0
6132,65,USA,485,0
6133,50,USA,260,0
6134,69,India,265,1
6135,25,Germany,232,0
6136,18,Canada,271,1
6137,55,Germany,170,0
6138,43,USA,573,0
6139,20,USA,950,0
6140,36,UK,364,0
6141,56,India,635,1
6142,58,UK,886,1
6143,30,USA,804,1
6144,58,Canada,474,0
6145,32,USA,847,0
6146,48,Australia,28,0
6147,38,Germany,977,0
6148,66,Germany,856,1
6149,67,Canada,228,0
6150,64,Australia,34,0
6151,20,Canada,606,0
6152,24,UK,716,0
6153,43,Australia,348,1
6154,31,Canada,176,1
6155,31,USA,131,0
6156,23,India,945,0
6157,31,Australia,334,1
6158,44,Germany,956,1
6159,19,Germany,873,0
6160,65,USA,536,0
6161,62,India,580,0
6162,37,Australia,950,1
6163,66,Canada,544,0
6164,18,UK,447,0
6165,68,India,199,1
6166,66,USA,833,0
6167,20,Canada,238,0
6168,65,Canada,138,0
6169,26,Canada,142,0
6170,57,Australia,919,0
6171,24,India,938,0
6172,32,Canada,329,0
6173,56,India,308,0
6174,35,Australia,152,1
6175,40,USA,21,0
6176,43,UK,72,0
6177,19,India,581,0
6178,21,Australia,454,0
6179,36,USA,384,0
6180,25,India,103,0
6181,23,USA,199,1
6182,44,UK,79,0
6183,51,Germany,512,0
6184,40,UK,816,1
6185,32,Australia,483,0
6186,54,Germany,17,0
6187,27,Germany,822,0
6188,59,Canada,390,0
6189,69,India,15,0
6190,65,Canada,696,1
6191,68,USA,826,0
6192,62,Australia,367,0
6193,48,Australia,962,0
6194,30,USA,146,0
6195,28,USA,653,0
6196,41,Canada,57,0
6197,22,UK,163,0
6198,30,Australia,837,0
6199,55,Canada,318,0
6200,66,Canada,936,0
6201,22,UK,221,0
6202,66,UK,771,0
6203,31,UK,431,0
6204,28,India,841,0
6205,64,Canada,684,1
6206,18,India,793,0
6207,32,Germany,226,0
6208,20,Germany,293,0
6209,66,Canada,756,0
6210,18,USA,839,0
6211,56,UK,275,0
6212,47,India,363,0
6213,30,Germany,340,0
6214,42,Canada,905,0
6215,29,USA,138,0
6216,51,Canada,692,0
6217,23,USA,898,1
6218,33,Canada,156,0
6219,27,UK,138,1
6220,26,UK,156,0
6221,50,USA,580,0
6222,59,Canada,396,0
6223,37,UK,134,0
6224,59,Canada,962,1
6225,44,Canada,170,0
6226,41,UK,497,0
6227,53,Australia,818,1
6228,66,Germany,457,0
6229,63,Germany,46,0
6230,19,Canada,360,0
6231,56,Germany,950,0
6232,33,India,593,0
6233,24,UK,392,0
6234,49,Germany,747,0
6235,55,Australia,822,0
6236,45,Germany,503,0
6237,48,Canada,372,0
6238,63,USA,915,0
6239,51,Germany,185,0
6240,55,USA,771,0
6241,60,UK,797,0
6242,63,USA,798,0
6243,35,Germany,728,1
6244,64,Australia,88,0
6245,20,India,791,1
6246,67,Australia,932,0
6247,46,Australia,934,1
6248,30,India,633,0
6249,22,UK,660,0
6250,31,Germany,136,1
6251,41,UK,79,0
6252,39,Canada,418,0
6253,57,Canada,771,0
6254,43,USA,206,0
6255,25,Australia,881,0
6256,33,UK,42,0
6257,42,India,312,0
6258,66,UK,701,0
6259,63,USA,964,0
6260,19,Germany,221,1
6261,53,Australia,213,0
6262,38,Australia,624,0
6263,18,UK,318,0
6264,68,USA,898,0
6265,62,Canada,658,0
6266,59,India,809,0
6267,43,Germany,954,0
6268,52,UK,422,0
6269,58,UK,99,0
6270,39,India,456,0
6271,24,Canada,659,0
6272,34,UK,705,0
6273,30,India,312,1
6274,58,Australia,682,0
6275,51,Australia,459,0
6276,57,India,809,1
6277,61,Germany,954,1
6278,30,Australia,19,0
